🇨🇳［财经］,#genre# 
浙江卫视,http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221225870/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001026/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221227193/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221225825/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001345/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://[2409:8087:3869:8021:1001::e5]:6610/TVOD/88888910/224/3221225744/index.m3u8?/PLTV/.smil#http://[2409:8087:3869:8021:1001::e5]:6610/TVOD/88888910/224/3221225491/index.m3u8?fmt=ts2hls?/PLTV/.smil#http://[2409:8087:3869:8021:1001::e5]:6610/TVOD/88888910/224/3221225703/index.m3u8?/PLTV/.smil#http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000042/main.m3u8?IASHttpSessionId=OTT,tvming-ZheJiangHD

🇨🇳［体育］,#genre# 
CCTV5高清,http://39.134.24.161/dbiptv.sn.chinamobile.com/TVOD/88888890/224/3221226395/index.m3u8??/PLTV/.smil#http://39.134.24.162/dbiptv.sn.chinamobile.com/TVOD/88888890/224/3221226395/index.m3u8??/PLTV/.smil#http://159.75.85.63:828/shijiebei/sjb.php?id=3007a#http://111.29.9.37:6610/000000001000/1000000005000025222/index.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT2197120221119175523009763&channel-id=ystenlive&Contentid=1000000005000025222#http://111.29.9.42:6610/000000001000/1000000005000025222/index.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT2197120221119175523009763&channel-id=ystenlive&Contentid=1000000005000025222#http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001850/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221225886/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221227170/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221227229/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000053/main.m3u8?IASHttpSessionId=OTT#http://[2409:8087:3869:8021:1001::e5]:6610/TVOD/88888910/224/3221225633/index.m3u8?/PLTV/.smil,tvming-NULL
CCTV5+高清,http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221225939/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000061/main.m3u8?IASHttpSessionId=OTT#http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001008/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001334/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001592/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221226919/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221225821/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:3869:8021:1001::e5]:6610/TVOD/88888910/224/3221225649/index.m3u8?/PLTV/.smil#http://[2409:8087:3869:8021:1001::e5]:6610/TVOD/88888910/224/3221225706/index.m3u8?/PLTV/.smil,tvming-NULL
CCTV16高清,http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221227125/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221227162/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221227148/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:3869:8021:1001::e5]:6610/TVOD/88888910/224/3221226230/index.m3u8?/PLTV/.smil#http://[2409:8087:3869:8021:1001::e5]:6610/TVOD/88888910/224/3221226233/index.m3u8?/PLTV/.smil,tvming-NULL
CCTV161080PHLG源,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8,tvming-NULL
CCTV164K25PHLG源,http://live.cooltv.top/tv/aishang.php?id=cctv164k,tvming-NULL
CCTV164K50PHLG源,http://154.3.37.107:8280/live/1/hls.m3u8,tvming-NULL
CCTV164KHLG源,http://[2409:8087:2001:20:2800:0:df6e:eb18]/ott.mobaibox.com/TVOD/3/224/3221228127/index.m3u8?/PLTV/.smil#http://27.36.62.163:9090/live/4010.m3u8,tvming-NULL
CCTV164KSDR源,http://111.20.105.192:6610/000000001000/5000000008000023254/index.m3u8?channel-id=bestzb&Contentid=5000000008000023254&livemode=1&stbId=3#http://111.29.9.46:6610/000000001000/5000000008000023254/index.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT2197120221119175523009763&channel-id=bestzb&Contentid=5000000008000023254,tvming-NULL
五星体育,http://60.213.135.147/keonline.shanghai.liveplay.qq.com/live/program/live/ssty/4000000/mnf.m3u8#http://14.205.73.133/keonline.shanghai.liveplay.qq.com/live/program/live/ssty/4000000/mnf.m3u8#http://111.29.9.48:6610/000000001000/5000000010000017540/index.m3u8?channel-id=bestzb&Contentid=5000000010000017540&livemode=1&stbId=3,tvming-NULL
咪咕体育4KHLG源,http://117.136.156.66:80/000000001000/3000000010000005180/index.m3u8#http://154.3.37.107:8280/live/2/hls.m3u8#http://117.136.156.68:80/000000001000/3000000010000015686/index.m3u8#http://117.136.156.35:80/000000001000/3000000010000005180/index.m3u8,tvming-NULL
咪咕体育4KSDR源,http://120.234.220.107:9000/udp/239.20.0.66:3136,tvming-NULL
精彩体育,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001274/index.m3u8?virtualDomain=yinhe.live_hls.zte.com,tvming-NULL
ASTRO SUPER SPORT 4K,http://tvt3.xyz:2095/play/live.php?mac=00:1A:79:00:04:02&stream=348094&extension=ts&play_token=FzoklzfqN1#http://clientsportals.tv:2095/play/live.php?mac=00:1A:79:c0:0f:95&stream=348094&extension=ts&play_token=kgKJ5bkM20#http://nordicstream.xyz:2095/q8r8D5gHvh/ZmovhgMYOa/348094,tvming-NULL
BEIN SPORTS,http://line.premiumpowers.net:80/Manuel/1234567/941569#http://line.premiumpowers.net:80/Manuel/1234567/941568#http://line.premiumpowers.net:80/Manuel/1234567/941567,tvming-NULL
BEIN SPORTS 4K,http://theking365tv.ws:2103/play/live.php?mac=00:1A:79:5c:f4:67&stream=24083&extension=ts&play_token=70AEFyMfql,tvming-NULL
BT SPORT ULTIMATE 4K,http://sheriffwoody.in:80/live/Jeff1/Jeff1/1042157.ts,tvming-NULL
NBATV,http://line.premiumpowers.net:80/Manuel/1234567/941562,tvming-NULL
ELEVEN SPORTS 1 4K,http://cdnx1.plusx.tv:8880/325es4k/mono.m3u8?token=cb776083b1e1b6f9bb2222#http://cdn.spmr.tv:8080/x6xpbw/video.m3u8?token=HRUNWEM0Q2,tvming-NULL
EUROSPORT 4K,http://v1.nddarsenio.com:8008/Mihai_costin./h3JuTsE/53743,tvming-NULL
HUB PREMIER SPORT 4K,http://tvt3.xyz:2095/play/live.php?mac=00:1A:79:00:04:02&stream=348096&extension=ts&play_token=zpHQS3jtnW,tvming-NULL
HUB SPORTS,http://line.premiumpowers.net:80/Manuel/1234567/941573#http://line.premiumpowers.net:80/Manuel/1234567/941572#http://line.premiumpowers.net:80/Manuel/1234567/941571#http://line.premiumpowers.net:80/Manuel/1234567/941681#http://line.premiumpowers.net:80/Manuel/1234567/941582,tvming-NULL
NOW SPORTS UHD HK,http://sheriffwoody.in:80/live/Jeff1/Jeff1/1042156.ts#http://cdnx1.plusx.tv:8880/nowsport/mono.m3u8?token=cb776083b1e1b6f9bb2222,tvming-NULL
PRENIER SPORTS,http://line.premiumpowers.net:80/Manuel/1234567/941570,tvming-NULL
PRIMA SPORT 4K,http://v1.nddarsenio.com:8008/Mihai_costin./h3JuTsE/62774,tvming-NULL
SKY SPORT 4K,http://live.darkside-iptv.co:8080/pMDWkZ3Uff7S/g98astfctveh/290744.ts,tvming-NULL
SKY SPORT UHD,http://cdn.spmr.tv:8080/4Yn0VS/video.m3u8?token=HRUNWEM0Q2,tvming-NULL
SKY SPORTS ARENA,http://abc123.digital:8080/Deacon68/uFHfwNRuHH/431479,tvming-NULL
SKY SPORTS CRICKET,http://abc123.digital:8080/Deacon68/uFHfwNRuHH/377942,tvming-NULL
SKY SPORTS F1,http://abc123.digital:8080/Deacon68/uFHfwNRuHH/428289,tvming-NULL
SKY SPORTS FOOTBALL,http://abc123.digital:8080/Deacon68/uFHfwNRuHH/428292,tvming-NULL
SKY SPORTS GOLF,http://abc123.digital:8080/Deacon68/uFHfwNRuHH/375845,tvming-NULL
SKY SPORTS MAIN EVENT,http://abc123.digital:8080/Deacon68/uFHfwNRuHH/428298,tvming-NULL
SKY SPORTS MIX,http://abc123.digital:8080/Deacon68/uFHfwNRuHH/428300,tvming-NULL
SKY SPORTS NEWS,http://abc123.digital:8080/Deacon68/uFHfwNRuHH/483428,tvming-NULL
SKY SPORTS PREMIER LEAGUE,http://abc123.digital:8080/Deacon68/uFHfwNRuHH/428320,tvming-NULL
SKY SPORTS RACING,http://abc123.digital:8080/Deacon68/uFHfwNRuHH/428306,tvming-NULL
SPORT5 4K,http://clientsportals.tv:2095/play/live.php?mac=00:1A:79:c0:0f:95&stream=59033&extension=ts&play_token=h3Jb2BBUAL,tvming-NULL
SUPERSPORT 4K WORLD CUP,http://cdn.spmr.tv:8080/pr8k4n/video.m3u8?token=HRUNWEM0Q2,tvming-NULL
V SPORTS UHD,http://clientsportals.tv:2095/play/live.php?mac=00:1A:79:bf:85:ce&stream=35891&extension=ts&play_token=Z1hXUmbsiM,tvming-NULL
V SPORTS UHD备,http://cdn.spmr.tv:8080/hi9w7b/video.m3u8?token=HRUNWEM0Q2,tvming-NULL
ZIGGO SPORT 4K,http://live.iptvtotaal.com:8000/awpreneniptv/09HZaVeOmh/20560,tvming-NULL

🇨🇳［影视］,#genre# 
CINEMAX,http://line.premiumpowers.net:80/Manuel/1234567/941659,tvming-CINEMAX
CINEMA WORLD,http://line.premiumpowers.net:80/Manuel/1234567/941658,tvming-NULL
HBO,http://line.premiumpowers.net:80/Manuel/1234567/941648#http://50.7.220.74:8278/hbohd_twn/playlist.m3u8?tid=m8d785f4e022616401837&ct=17877&tsum=56e767abfc65234db52b017576b00403,tvming-HBO
HBO 2,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8,tvming-NULL
HBO HD,http://198.16.64.10:8278/hbohd_twn/playlist.m3u8?tid=ME9E5260921952609219&ct=19225&tsum=a904cd480db106670befb11d14149fce,tvming-NULL
HBO HITS,http://line.premiumpowers.net:80/Manuel/1234567/941647#http://50.7.220.74:8278/hbohead_twn/playlist.m3u8?tid=MCDC6663932966639329&ct=19193&tsum=6999a99699b097f3af2ef550e5c81f93,tvming-NULL
HBO SIGNATURE,http://line.premiumpowers.net:80/Manuel/1234567/941645#http://50.7.220.74:8278/hbosignature_twn/playlist.m3u8?tid=MD6D5767423357674233&ct=18392&tsum=995709f1100cf1b07964790160bfb4ee#http://198.16.64.10:8278/hbosignature_twn/playlist.m3u8?tid=MC5C5754321157543211&ct=19225&tsum=2b86077147813534b4cae6dd85bb3c4a,tvming-NULL
HBO FAMILY,http://line.premiumpowers.net:80/Manuel/1234567/941646,tvming-NULL
HITS MOVIES,http://line.premiumpowers.net:80/Manuel/1234567/941606#HITShttp://line.premiumpowers.net:80/Manuel/1234567/941578#HITShttp://line.premiumpowers.net:80/Manuel/1234567/941607,tvming-NULL
PARAMOUNT,http://line.premiumpowers.net:80/Manuel/1234567/941654,tvming-NULL
DREAMWORK,http://line.premiumpowers.net:80/Manuel/1234567/941656,tvming-NULL
CURIOCITY,http://line.premiumpowers.net:80/Manuel/1234567/941657,tvming-NULL
CARTOON NETWORK,http://line.premiumpowers.net:80/Manuel/1234567/941673,tvming-NULL
AXN,http://line.premiumpowers.net:80/Manuel/1234567/941660,tvming-AXN
ANIMAX,http://line.premiumpowers.net:80/Manuel/1234567/941676,tvming-NULL
黑莓动画,http://[2409:8087:3869:8021:1001::e5]:6610/TVOD/88888910/224/3221225672/index.m3u8?/PLTV/.smil#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221225878/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil,tvming-NULL
黑莓电影,http://[2409:8087:3869:8021:1001::e5]:6610/TVOD/88888910/224/3221225718/index.m3u8?/PLTV/.smil#http://[2409:8087:3869:8021:1001::e5]:6610/TVOD/88888910/224/3221225764/index.m3u8?/PLTV/.smil#http://[2409:8087:3869:8021:1001::e5]:6610/TVOD/88888910/224/3221225769/index.m3u8?/PLTV/.smil#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221225891/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil,tvming-NULL
CHC动作电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com,tvming-CHCAM
CHC家庭影院,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com,tvming-NULL
CHC高清电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com,tvming-NULL
4K影视,http://111.20.40.170/TVOD/88888893/224/3221226352/index.m3u8?/PLTV/.smil#http://111.20.105.192:6610/000000001000/6000000003000004748/index.m3u8?channel-id=wasusyt&Contentid=6000000003000004748&livemode=1&stbId=3#http://111.20.105.192:6610/000000001000/6000000003000004748/index.m3u8?channel-id=wasusyt&Contentid=6000000003000004748&livemode=1&stbId=3#http://111.20.40.170/TVOD/88888893/224/3221226352/index.m3u8?/PLTV/.smil#http://111.11.123.37:6610/000000001000/6000000003000004748/index.m3u8?channel-id=wasusyt&Contentid=6000000003000004748&livemode=1&stbId=3,tvming-NULL
欢笑剧场4K,http://111.11.123.37:6610/000000001000/5000000007000010001/index.m3u8?channel-id=bestzb&Contentid=5000000007000010001&livemode=1&stbId=3,tvming-NULL
动作电影,http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221225879/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil,tvming-CHCAM
湖南电影高清,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000038/main.m3u8?IASHttpSessionId=OTT,tvming-NULL
湖南电视剧高清,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000037/main.m3u8?IASHttpSessionId=OTT,tvming-NULL
精彩电影 10M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com,tvming-NULL
精彩电视剧 10M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001276/index.m3u8?virtualDomain=yinhe.live_hls.zte.com,tvming-NULL
电视剧,http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221226692/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221226712/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221225881/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221226708/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221226887/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221226754/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221225893/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil,tvming-CCTV8HD
都市剧场,http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221227204/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil,tvming-NULL
动漫,http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221226741/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221226743/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221226736/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221226732/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil,tvming-DongManXCHD
动漫秀场,http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221227071/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil,tvming-DongManXCHD


🇨🇳［国内综合］,#genre# 
中国交通,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/08984400000000060000000000000438/index.m3u8?IAS#http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000438/index.m3u8?IAS#http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/08984400000000060000000000000438/index.m3u8?IAS,tvming-DuShiJCHD

🇨🇳［港澳台］,#genre# 
TVB 财经资讯台,https://j3.lhlh.app/mv.m3u8#https://j3.lhlh.app/mv.m3u8,tvming-NULL
NOW财经台,http://pull-l3-cny.douyincdn.com/live/60b4bda9cef7c62d547a8c2ca1ca9c2c.m3u8#http://pull-l3-cny.douyincdn.com/live/60b4bda9cef7c62d547a8c2ca1ca9c2c.m3u8,tvming-NULL
无线财经,https://cdn.hklive.tv/xxxx/85/index.m3u8#https://cdn.hklive.tv/xxxx/85/index.m3u8,tvming-NULL
耀才财经,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8#https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8#http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8#http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000#http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?zgangd#http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8#https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8#http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8#http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000#http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?zgangd,tvming-NULL
有线财经台,http://pull-l3-cny.douyincdn.com/live/6cce73798021d977d916afacf1caba36.m3u8#http://pull-l3-cny.douyincdn.com/live/6cce73798021d977d916afacf1caba36.m3u8,tvming-NULL
ASIA N,http://pull-l3-cny.douyincdn.com/live/2ce10c5078ec753f8f50f4c3897e8f76.m3u8,tvming-NULL
AXN台湾,http://pull-l3-cny.douyincdn.com/live/304b8e04a437299311112b7f4902c9dd.m3u8,tvming-NULL
BOO驚悚台,http://pull-l3-cny.douyincdn.com/live/6ea2b038f2ce633a65f0450895f6679e.m3u8,tvming-NULL
CHANNEL CHINA,http://pull-l3-cny.douyincdn.com/live/05fadffbceabeb97bbf09061a165791b.m3u8,tvming-NULL
CHANNEL SEEZN,http://pull-l3-cny.douyincdn.com/live/9dbd2556b180db11b62283739297981b.m3u8,tvming-NULL
MBC HD,http://pull-l3-cny.douyincdn.com/live/4f444d2b71e8fbab0a8802b9fa23ea5b.m3u8,tvming-NULL
NOW新闻台,http://pull-l3-cny.douyincdn.com/live/f49db49809a6d8e96047011ee9160bc8.m3u8,tvming-NULL
SBS HD,http://pull-l3-cny.douyincdn.com/live/d10b659225b3738937372b8835b94f1c.m3u8,tvming-NULL
THE MOVIE,http://pull-l3-cny.douyincdn.com/live/adb7cf254b46d42d58828f590a6137bf.m3u8,tvming-NULL
TVBS新闻台,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8#http://38.64.72.148/hls/modn/list/4006/chunklist1.m3u8#http://pull-l3-cny.douyincdn.com/live/e6b6ef594c30eb3f3de0fa4ba0ce86e6.m3u8#http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8#http://line.premiumpowers.net:80/Manuel/1234567/941622,tvming-NULL
TVBS亚洲台,http://line.premiumpowers.net:80/Manuel/1234567/941621,tvming-NULL
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8#http://pull-l3-cny.douyincdn.com/live/9f6ea8b662a55d5fa562ebaeb2880bfc.m3u8,tvming-NULL
澳门葡语,http://61.244.22.5/ch2/ch2.live/chunklist_w1632175875.m3u8,tvming-NULL
澳门卫视,http://61.244.22.5/ch3/ch3.live/chunklist_w1228316132.m3u8,tvming-MSTV
澳门信息,http://61.244.22.5/ch5/info_ch5.live/chunklist_w105010641.m3u8,tvming-NULL
澳视澳门,http://61.244.22.5/ch1/ch1.live/playelist.m3u8#http://61.244.22.5/ch1/ch1.live/index.m3u8,tvming-NULL
澳视葡文,http://61.244.22.5/ch2/ch2.live/index.m3u8,tvming-NULL
澳视体育,http://61.244.22.5/ch4/sport_ch4.live/index.m3u8,tvming-NULL
澳视资讯,http://61.244.22.5/ch5/info_ch5.live/index.m3u8,tvming-NULL
澳视综艺,http://61.244.22.5/ch6/hd_ch6.live/index.m3u8,tvming-NULL
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8,tvming-MasTV
哔哩卡式台CDN线路,http://d1--cn-gotcha204.bilivideo.com/live-bvc/792068/live_372775317_46465575/index.m3u8,tvming-NULL
东森电影台,http://pull-l3-cny.douyincdn.com/live/3d50d525417f450fdbc3fbbf5ac32960.m3u8,tvming-NULL
东森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8,tvming-NULL
东森洋片台,http://pull-l3-cny.douyincdn.com/live/ed503be0a61dc988e0a7d9e1f57a1885.m3u8,tvming-NULL
翡翠台,http://23.237.10.66:16106,tvming-XGFeiCui
凤凰香港,http://120.84.96.73:808/hls/81/index.m3u8,tvming-PhoenixHKHD
凤凰中文,http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221227222/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil#http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221227222/index.m3u8?servicetype=1?/PLTV/.smil#https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8#http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8#https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8#http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8#http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv1.m3u8#http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8#http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8#https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8,tvming-NULL
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8#http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8#http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8#https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8#http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv1.m3u8#http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8#http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8?#https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8#http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8?zgangd#http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8#http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8,tvming-PhoenixinfoTVHD
凤凰资讯「IPV6」,http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221227226/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil,tvming-NULL
凤凰资讯1080P,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8,tvming-NULL
高清电影台,http://pull-l3-cny.douyincdn.com/live/8ef14dc0eb0f812bfa0a1311d0134f8d.m3u8,tvming-NULL
好莱坞电影,http://pull-l3-cny.douyincdn.com/live/06027cd7cadf310982fe67221578515b.m3u8,tvming-NULL
好莱坞电影 HD,https://pull-l3-cny.douyincdn.com/live/06027cd7cadf310982fe67221578515b.m3u8,tvming-NULL
华视新闻,http://stream.dsichannel.com:80/hls/cts-news.m3u8,tvming-NULL
华语电视,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8,tvming-NULL
寰宇新闻,https://pull-l3-cny.douyincdn.com/live/a9e3982a798d13ba350075af6cff4119.m3u8#http://tv.redrainl.site:9500/live.m3u8?c=22,tvming-NULL
莲花电影台,http://pull-l3-cny.douyincdn.com/live/f3caad21816e3bfe2210a692387ab040.m3u8,tvming-NULL
龙祥电影台,http://pull-l3-cny.douyincdn.com/live/c32278dece9f79334a2a878aaa730e95.m3u8,tvming-NULL
美亚电影台,http://pull-l3-cny.douyincdn.com/live/b16e0049bdda5f54e62d3c9b694d81ff.m3u8,tvming-NULL
民视,http://23.237.10.66:16334#http://50.7.220.74:8278/ftvhd_taiwan/playlist.m3u8?tid=MF8F2804739628047396&ct=19193&tsum=73a49379fed74f8fc39359fcf589a9d8,tvming-FTVN
民视新闻,http://198.16.64.10:8278/ftvnew_taiwan/playlist.m3u8?tid=ME4E4172771041727710&ct=19226&tsum=7b91c7af6212419479b392ff575e0689#http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8,tvming-NULL
